"","State","Men","Women","Hispanic","White","Black","Native","Asian","Pacific","VotingAgeCitizen","Income","IncomeErr","IncomePerCap","IncomePerCapErr","Poverty","ChildPoverty","Professional","Service","Office","Construction","Production","Drive","Carpool","Transit","Walk","OtherTransp","WorkAtHome","MeanCommute","Employed","PrivateWork","PublicWork","SelfEmployed","FamilyWork","Unemployment","TotalPop"
"2814","Virginia",46070,49466,4.1,38.3,52.1,0.4,1.2,0.1,71667,48727,1587,24291,486,17.7,30.7,29.8,20.6,24,11.7,13.9,82.2,7.9,2.2,3.6,1.9,2.1,24.1,41692,69.9,25.1,4.9,0.1,9.7,95536
"2815","South Carolina",32489,37492,5.8,60.1,31.2,0,0.9,0,52024,39196,1730,22636,875,24.2,39.9,29.5,18.7,22.8,6.6,22.4,83.9,10.2,0.4,2,1.2,2.4,22.2,29541,80.8,13.8,5.3,0.1,9.7,69981
"2816","South Carolina",41789,47327,2.1,33.3,61.7,0.3,0.9,0,67998,34943,1752,19489,896,23.2,36.2,28,17.1,24.5,9.2,21.2,84.7,9.6,0.2,1.5,1.1,2.9,28,34712,73.9,19.6,6.4,0.1,9.7,89116
"2817","California",82982,67201,53.7,33.1,5.9,0.8,3.6,0.2,92011,49742,1744,19835,656,20.9,28.7,24.4,21.4,20.8,19.5,13.8,75.6,14.4,0.9,2.2,2,5,22.4,53158,70.2,24.5,5.2,0.2,9.7,150183
"2818","New Mexico",16054,16755,56.8,35.4,0.2,6.5,0.2,0,25642,35314,2651,23229,1416,21.3,28,34.7,26.9,22.3,11,5.1,69.9,12.3,0.3,3.5,1.7,12.2,20.2,13739,65.2,18.8,15.8,0.2,9.7,32809
"2819","Texas",16290,15250,72.3,21,3.5,0.1,2,0,22956,41700,3197,19806,1248,23.7,27.4,31.1,20.7,20.3,16,11.8,76.1,12.9,0,6.8,2.3,1.8,17.6,13683,69.1,25.7,4.8,0.3,9.7,31540
"2820","North Carolina",61075,63421,11.3,54.1,30.1,0.3,1.2,0,88317,41766,1480,23163,939,21.2,34.4,29.1,17.9,22.8,12.1,18.1,81,14.1,0.4,1.6,0.8,2.1,21.9,51308,75.5,19.3,4.9,0.3,9.7,124496
"2821","Tennessee",5744,5937,3.2,91.7,2.9,0,0.3,0,9127,36427,4527,21098,1566,22.6,34.3,30,18.7,20.6,12.5,18.1,82.4,9.2,0.3,0.9,1.7,5.5,26.9,4497,67.4,20.6,11.4,0.5,9.7,11681
"2822","South Carolina",10350,9716,4,40.9,53,0.2,0.4,0,15308,32147,1866,17676,974,18.4,24.6,23.8,21.8,23.5,14,17,81.1,13.1,1.5,1.2,1.8,1.4,31.7,7429,68.3,23.8,7.3,0.7,9.7,20066
"2823","Colorado",301,268,13.4,86.1,0,0.5,0,0,475,46397,6858,28889,4554,3.3,0,28.9,27.2,23,12.5,8.5,47.2,11.1,0,25.2,13.8,2.6,12.3,305,63.3,19.3,17.4,0,9.8,569
"2824","Nevada",26400,25903,16.2,76.1,0.9,1.9,1.1,0.2,38606,50920,1612,25063,882,13.7,18.3,25.1,20.6,23.5,13.4,17.4,79.7,14.6,0.1,0.8,1.7,3.1,29.6,20991,78.1,16.1,5.7,0.1,9.8,52303
"2825","Kentucky",10028,9963,1.3,94.7,1.7,0.1,0.4,0,15309,44057,4356,20735,969,17.7,22,27.1,15.8,18.2,15.5,23.5,75.4,15.9,1.1,2,1.2,4.4,31.6,7757,76.6,15.1,8.2,0.1,9.8,19991
"2826","South Carolina",15850,16574,1.9,58.9,36.4,0.3,0.4,0,24830,37421,3186,20518,1081,21.8,29.1,22.7,15.8,24.7,11.5,25.2,84.6,9.3,0.4,1.5,1.2,3,28.8,12706,80.5,15.2,4.2,0.2,9.8,32424
"2827","Florida",9922,5378,5.4,69.9,21.9,0.7,0.5,0,12093,37460,6004,13485,1383,21.4,32.3,24.7,29.4,18.6,10,17.3,78.7,10.9,1.2,3.3,1.7,4.2,22.4,3800,61.3,32.9,5.5,0.2,9.8,15300
"2828","Alaska",52767,48368,4.6,79.9,1,5,1.3,0.2,72100,74887,1813,30409,578,9.8,11.3,32.1,17.3,22,18.6,10.1,72.2,11.8,0.8,2,6.7,6.4,34.5,42695,71.9,20,7.9,0.2,9.8,101135
"2829","South Carolina",15564,16692,2.3,31.2,64.9,0.3,0.5,0,24958,30976,1981,17440,1146,28.2,41.4,22.9,21.6,23.2,9.6,22.7,84.2,8.9,1.4,1.6,0.9,2.9,30,11370,74.8,20.7,4.2,0.3,9.8,32256
"2830","Alabama",6277,6911,0.5,56.3,42.1,0,0.1,0,10454,32122,2797,20994,1307,22.3,32.8,23.6,15.4,22,17.1,21.9,81.8,13.7,0,1.7,1.2,1.6,32.7,4301,79.9,14.8,4.9,0.4,9.8,13188
"2831","Texas",3558,3633,81.4,13.6,0,0,5,0,3408,26486,8419,15329,1476,26.3,31.9,28,26.1,18,22.8,5.1,53.9,18.7,1.2,17.5,2.2,6.5,18.3,2426,55.9,30.3,13.1,0.6,9.8,7191
"2832","Tennessee",5767,6063,1.5,94.5,1.4,0.3,0.2,0,9357,39786,3531,22542,1561,16.6,26.4,22.3,16.3,18.7,13.6,29.1,83.9,12.1,0.3,0.4,1.8,1.5,31,4300,80.3,14.9,4.8,0,9.9,11830
"2833","Missouri",12855,12113,1.3,94.4,2.4,0.2,0,0,19149,37810,2171,18314,986,20.2,29.6,21.4,21.3,18.9,17.9,20.6,82.5,11.5,0.5,1,1.2,3.3,33.3,9112,80,15.2,4.8,0,9.9,24968
"2834","Oregon",10898,11479,6.8,86.8,0.3,2,0.5,0,18657,42519,6221,26925,1652,15.5,20.6,34.4,21.8,23,12.8,8,75.2,8.9,0,6.5,1.6,7.8,14.4,7745,63.4,23.6,12.9,0,9.9,22377
"2835","Mississippi",13234,13981,0.5,61.6,36.5,0,0.2,0,20421,37591,2878,19336,1512,27.1,41.4,27.8,17.2,20,15.2,19.8,87.3,8.8,0.3,1.3,1.4,0.9,35.7,10299,76.2,17.7,6,0.1,9.9,27215
"2836","Texas",37921,37897,17.8,59.5,13.7,0.6,1.8,0.7,55434,50865,1533,21171,1082,13.3,18.9,29.8,23.8,25.1,12.6,8.8,72.8,12.8,0.4,7.3,2.2,4.5,22,23306,62,31.8,6.1,0.1,9.9,75818
"2837","California",1055170,1066050,52.3,29.8,8,0.3,6.7,0.3,1332784,57156,594,22867,208,18.2,25.8,29,18.8,25.4,10.1,16.7,78.9,12,1.5,1.7,1.2,4.7,30.9,869658,77.3,16.2,6.4,0.1,9.9,2121220
"2838","Texas",6022,6508,9.2,65.1,23.6,0.4,0.1,0.1,9333,40227,4275,22803,2179,15.7,20.9,25.4,21.7,18.1,7.6,27.2,87.1,6.1,0.3,0.7,1.8,4,23.8,5044,75.7,17.6,6.6,0.1,9.9,12530
"2839","Kentucky",29162,30739,1.5,95.9,0.7,0.5,0.5,0,45740,37235,1596,20446,1082,24.6,36.2,25.4,15.6,28.6,9,21.4,86.2,8.8,0.1,1.2,1,2.8,20.1,22550,79.5,14.9,5.4,0.2,9.9,59901
"2840","California",1171711,1183291,48,36.6,6,0.4,6.1,0.3,1487322,60807,429,25700,191,15.6,21.3,29.4,21.4,24.6,11.4,13.2,77.2,12.9,1.3,1.6,1.7,5.2,33.1,978726,77.7,14.7,7.5,0.2,9.9,2355002
"2841","Tennessee",13524,12973,2.4,60.9,33.6,0.6,0.4,0,20052,35551,1919,17178,875,23.1,30.5,24.2,21,21.1,9.2,24.4,89.5,6.3,0.5,1.5,0.9,1.3,23.7,9096,71.2,21.7,6.8,0.3,9.9,26497
"2842","Arkansas",10126,10645,5.2,68,25.6,0.2,0,0,15544,36407,2317,20703,1350,21.3,32.4,27.5,16.8,18.9,13.7,23,85.1,7.8,0.2,2.3,3,1.6,20.4,7905,78.8,18.1,2.7,0.4,9.9,20771
"2843","Mississippi",8998,9484,1.2,50.3,47,1.2,0,0,14184,33313,2589,23527,4088,25.3,40.9,27.2,21,19,12.4,20.4,76.7,16.5,1,2.1,2.7,1,27.6,7303,72.8,21.5,5.3,0.4,9.9,18482
"2844","Ohio",14102,14189,1,95.4,1.2,0.4,0.1,0,21629,43562,3478,21983,1066,20,27,31.2,17,19.6,10.9,21.3,83.9,10.4,0.5,1.1,0.8,3.2,28.2,10317,73.2,20.5,5.9,0.4,9.9,28291
"2845","Florida",68487,72886,5.3,88.6,2.8,0.3,1.6,0,117655,40574,1147,25034,924,17.4,30.6,28.2,23.5,25.2,11.2,11.9,81.7,8.1,0.3,1.2,2.9,5.8,25.3,45294,79.9,12.8,6.8,0.4,9.9,141373
"2846","California",38081,36563,27.4,56.3,3.2,1,6.3,0.3,49482,51776,2375,22814,791,18.5,25,29.3,19.9,24.1,13.8,13,78.3,13.4,1,1.2,1.4,4.8,30.7,27832,67.9,22,9.8,0.4,9.9,74644
"2847","Montana",9634,9615,2.7,93.2,0.1,1,0.4,0,15589,36934,2050,22483,1569,16.4,21.4,28.9,22.9,20.6,16.6,11,79.5,9,0.3,5,2.6,3.6,16.8,6529,67.8,18.3,13.3,0.6,9.9,19249
"2848","Colorado",8085,8260,45.8,48.6,1.6,1.3,1,0.2,11257,36315,4688,19217,1603,27.8,33.8,30.6,22.6,22.3,13.1,11.4,75.8,15.7,0,4.2,1.4,2.9,14.6,6593,73.1,18.2,6.3,2.3,9.9,16345
"2849","Kentucky",11957,12105,3.4,94.4,0.9,0,0.3,0,18187,41470,3052,21368,1798,21.3,34.9,26.7,16.2,20.3,16.1,20.5,82.4,13.8,0.3,1.8,0.4,1.2,24.3,9324,79,13.7,7.3,0,10,24062
"2850","Georgia",4207,4351,1.7,59.2,35.7,0,0.7,0.5,6543,39015,5043,20154,2352,23.1,36,28.5,13.5,20.9,18.5,18.6,82.6,9.5,1.2,0,3.6,3.2,32.3,3413,64.8,27.6,7.7,0,10,8558
"2851","Tennessee",3273,3332,0.9,97.1,0.5,0.7,0.3,0,5189,29619,3323,19396,2655,25.7,32.8,24.5,21.4,16,16,22.2,81.5,10.2,1.8,1.6,1.2,3.6,34.3,2268,69.9,18.6,11.5,0,10,6605
"2852","Florida",7479,5718,20.8,60.7,12.9,3.8,0.4,0,10002,37385,4329,20476,2119,18,26.9,27.8,16,25.6,17.2,13.5,75.8,12.3,0.2,4.1,2.4,5.3,25.3,4052,65.8,22.1,12.1,0,10,13197
"2853","Virginia",10342,12011,7.3,48.8,40,0.1,1.3,0,15992,40712,2737,22668,1433,21.2,31.4,25.4,20.3,27.1,10.6,16.6,83.3,10.8,1,0.8,2.1,2.1,24,9503,74.4,22.2,3.3,0.1,10,22353
"2854","North Carolina",12026,12236,3.7,33.6,57.4,1.1,0.7,0.1,18935,35806,2350,18383,1087,23.3,36.3,29.7,22.2,21,8.1,19,86.4,7.2,0.2,3.4,1.3,1.4,24.2,9163,74.3,21.9,3.7,0.1,10,24262
"2855","Maryland",291377,328419,5,27.6,62.3,0.2,2.6,0,462592,46641,774,28488,407,22.4,32.9,42.1,20.7,21.8,5.3,10,60,9.1,18.2,6.6,2.3,3.8,30.7,277954,76.6,19.5,3.8,0.1,10,619796
"2856","Georgia",97309,101338,7.5,41.1,45,0.3,2.4,0.2,144186,43239,1433,24604,681,21.7,31.2,33.3,19.9,26.7,7,13,79.7,9.8,1.5,1.3,2,5.8,20,79022,75.7,20.2,4,0.1,10,198647
"2857","Mississippi",113633,129616,1.5,25.3,71.6,0.1,0.8,0,180214,41011,1112,22397,512,23.9,34.9,32.2,22.2,23.5,7.7,14.4,84.8,9.8,0.6,1.6,1.1,2.1,22.8,105853,73,21.5,5.4,0.1,10,243249
"2858","Alabama",31709,33218,2.4,89.4,6,0.1,0.5,0,49884,38872,1774,21217,778,21.5,31.4,26.3,17.7,23.4,14.3,18.3,85.8,10.5,0.3,1.1,0.9,1.4,29.2,24280,79.9,14.3,5.7,0.1,10,64927
"2859","Kentucky",13462,13923,0.9,96.8,0.8,0.4,0.1,0,21136,35095,2851,18477,1044,21.5,28.3,24.6,19.9,26.5,13.4,15.6,79.6,12.6,0.2,4.2,0.8,2.6,30.3,9584,75.4,18,6.5,0.1,10,27385
"2860","Michigan",10518,10461,2,95,0.3,1.2,0.6,0,16917,38149,1450,22028,797,18.7,30.7,26.1,18.1,27.1,13.1,15.7,82.2,10.5,0.1,1.6,1.8,3.8,23.8,7739,81.5,11.6,6.9,0.1,10,20979
"2861","Arkansas",35154,36219,2,39.6,56.3,0.2,0.8,0,54374,37630,1469,20371,730,24.7,39.2,27.9,20.3,22.5,7.2,22.1,86.9,6.6,0.2,1.7,2.4,2.1,20.9,26874,70,25.7,4.1,0.2,10,71373
"2862","North Carolina",165787,166979,11.2,44.6,35.5,1.2,2.4,0.2,241963,44737,795,23627,434,18.2,26.5,33,20.7,25.7,8.5,12.1,80.1,8.9,0.6,5.7,1.2,3.5,20.5,123968,70.2,25,4.6,0.2,10,332766
"2863","Illinois",140454,147058,12.2,70.2,12.4,0.1,2.5,0,208295,51110,701,27297,529,15.3,23.4,30.8,17.8,23.9,7.2,20.3,83.6,9.3,1.2,1,1.3,3.5,21.9,132190,84.8,10.3,4.7,0.2,10,287512
"2864","North Carolina",22193,23254,6.2,57.6,31.1,1.9,1,0,33815,33607,2248,19966,1341,26.1,40.4,25.7,18.8,22.5,12.5,20.5,85.8,9,0.1,2.3,0.8,2,21.5,17354,76.2,17,6.6,0.2,10,45447
"2865","California",229488,229321,63.6,29.5,1.3,0.7,3.2,0.1,249667,44871,1286,18962,394,27.1,36.2,25,18.1,20.2,22.6,14.2,78,14.3,0.7,1.7,2.2,3.1,22.5,173820,77.1,15.9,6.7,0.2,10,458809
"2866","Mississippi",27106,27943,3,81.9,12.9,0.1,0.3,0,41951,44734,3994,22136,1037,17.9,25,29.4,17.5,24.1,12.9,16.1,82.3,12.3,0,1.3,1.6,2.6,34.5,21083,75.3,17.5,6.9,0.2,10,55049
"2867","Arkansas",14664,12024,2.6,40.4,55.3,0.3,0.5,0,20467,33102,2378,16518,1110,27.5,43.1,23.2,19.7,20.1,12.3,24.7,83.2,8.7,0,1,2.9,4.1,19.7,8677,71.2,18.5,10.1,0.2,10,26688
"2868","Alabama",39140,41748,2.2,63.1,32.1,0.3,0.6,0,62314,39219,2277,21382,723,19.3,28.8,28.6,16.3,22.2,10.4,22.5,83.7,10.3,0.5,1.6,1.2,2.6,24.8,30937,79,15.9,4.9,0.3,10,80888
"2869","Missouri",7495,6421,2,71.8,23.9,0.8,0.1,0,10797,32212,2610,17918,1571,31.7,50.9,21.9,23.5,22.7,12.9,19,78,16.7,0.3,2.1,0.4,2.6,16.5,4796,75.4,16,8.3,0.3,10,13916
"2870","Oklahoma",19298,19823,3.8,62.8,8.5,13.5,0.4,0,29448,39567,2363,21436,777,19.5,27.1,29.1,19.5,23.6,11.3,16.5,81.8,10.4,0.2,3.5,1.3,2.9,26.1,15019,75.5,18.6,5.6,0.4,10,39121
"2871","Michigan",3104,2968,1.4,95.2,0.3,1,0.1,0.1,5284,36073,2473,22958,1130,15.5,24.7,26.3,25.1,20,14.8,13.8,80.8,6.8,0.5,5.5,0.5,5.9,24.6,2021,69,21.6,8.9,0.4,10,6072
"2872","New Mexico",6317,6205,49.2,47.2,0.6,1,0.3,0,9964,33042,4075,21785,1407,23.5,35,33,24.6,23.8,12.6,5.9,75.4,15.9,0.1,3.5,0.5,4.6,15.6,4663,71,20.5,8,0.5,10,12522
"2873","California",8863,8795,10.6,81,1.2,2.4,1,0.3,14129,51385,3637,28241,1665,15.1,17.5,30.5,32.7,20.6,8,8.2,62.1,12.9,2.4,9.5,3.9,9.2,30.9,7009,62.4,26.5,10.3,0.7,10,17658
"2874","Arkansas",5401,5607,5.2,39.1,54.1,0.4,0.5,0,8386,32412,3098,20560,2755,29.4,40.7,30.1,19.9,23.9,8.9,17.2,84.7,6.4,1.3,1.7,4.1,1.7,21.8,3659,71.9,24.7,3.4,0,10.1,11008
"2875","Arkansas",3193,3570,0.5,69.2,27.5,0,1.5,0.1,5272,30097,3976,19987,1715,26,34,35.4,15.7,21.9,12.5,14.5,84.2,9,1.2,2.4,1.1,2.2,18.1,2603,81,12.8,6.2,0,10.1,6763
"2876","North Carolina",83309,93175,6,55.1,34.3,0.2,1.7,0,132495,43526,1420,25462,753,24.3,28.9,37.4,21.1,22.7,7.2,11.6,84,8.1,1.1,1.7,1.1,4,20.6,82142,77.2,18.5,4.2,0.1,10.1,176484
"2877","Texas",6163,5989,93.6,5.4,0.5,0.1,0,0,8053,25988,5009,13105,1562,36.2,56.3,29,24.3,14.7,16.7,15.3,80.5,7.4,0.4,2.1,4.2,5.4,13.7,4397,73.9,21.2,4.9,0.1,10.1,12152
"2878","Alabama",55593,59934,3.6,72.7,20.4,0.2,1,0,88383,43686,1491,23638,793,18.6,26.6,29,17.5,23.7,10.4,19.4,85,9.2,0.2,1.3,1.1,3.2,24.8,47392,74.9,19.9,5.1,0.1,10.1,115527
"2879","South Carolina",10369,11419,2.3,51.2,45.1,0.1,0.4,0,16286,34035,3260,20018,1824,27,42.8,23.9,20,23.5,12.6,20,87,8.4,0.3,1.5,1.1,1.7,27.6,8004,76.4,18.1,5.4,0.1,10.1,21788
"2880","California",31452,31795,24.2,69.2,0.6,1.5,1.4,0,45458,42512,2803,22631,948,20.9,30.9,23.7,22.1,23.6,14.3,16.3,81.2,9.4,0.3,2.9,1.5,4.7,23.5,23849,74.2,16.3,9.4,0.1,10.1,63247
"2881","Kentucky",10320,10372,3.1,93.5,1.4,0.1,0.2,0,15979,33715,2908,17627,1413,23.2,31.1,25.8,19.4,22.3,11.1,21.5,85.2,8.2,0.8,1.8,0.8,3.2,20.9,6992,74.9,19.2,5.7,0.2,10.1,20692
"2882","California",360247,363906,40.8,33.2,6.7,0.2,14.8,0.5,442154,57813,863,24694,339,17.1,23.1,27.5,18.8,23.6,13.6,16.6,77.4,13.9,1.5,1.6,1.5,4,32,296264,79,14.4,6.4,0.2,10.1,724153
"2883","Arizona",103175,101516,15.9,78,1,2.1,1.2,0.1,160544,41567,796,23527,630,18.6,27.2,24.3,25.4,26.8,10.9,12.7,79.9,12.6,0.9,1.5,2.1,3.1,20.4,69774,78.6,14.1,7.1,0.2,10.1,204691
"2884","Florida",13300,11172,3.5,77.6,15.3,1.2,0.3,0.3,19272,36989,3048,18718,1038,21,28.5,28.9,22.4,22.2,14.1,12.3,86.8,7.3,0.2,0.5,2.3,2.9,30.5,8860,69,21.4,9.4,0.2,10.1,24472
"2885","Washington",36786,34668,9.8,79.9,1,4.1,1.6,0.3,54694,45483,2355,24081,827,16,21.7,28.5,23.6,22.9,11.5,13.5,76.9,12.5,0.9,2.2,1.1,6.4,25.8,27104,69.7,23.1,6.9,0.3,10.1,71454
"2886","Virginia",19129,22782,3.9,43.7,48.7,0.1,1,0.1,31970,34951,1744,21882,838,21.5,31.1,30.4,22.3,22.2,6.3,18.7,80.5,11.2,2.2,2.1,1.5,2.6,20.1,16814,78.2,16.4,5,0.5,10.1,41911
"2887","North Carolina",25088,28944,4.3,36.5,57.2,0.1,0.1,0.1,40569,32929,1973,18946,773,24.6,37,24.1,20.4,22.4,10.5,22.6,82.5,8.1,0.7,1.9,4.8,2.1,22,21693,81.6,13.9,4.3,0.1,10.2,54032
"2888","Maryland",13821,11980,3.5,51.5,41.8,0.4,1,0,20719,39239,4330,18395,1153,22.5,37.4,28.9,26.3,22,10.8,12.1,81.6,6.2,0.8,5.6,1.4,4.5,24.9,8593,63.9,30.2,5.8,0.1,10.2,25801
"2889","Mississippi",4818,5458,0.7,19.5,78.5,0,0.9,0,7036,32052,3757,18486,3992,27,39.6,22.9,32.7,23.4,4.1,17,86.7,8.2,0.8,2,1.6,0.6,21.5,4213,80.3,17.1,2.4,0.2,10.2,10276
"2890","North Carolina",9944,10482,2.1,38.6,56.9,0.5,0.3,0,16406,33508,2581,19126,977,25.4,40.5,28.3,20.9,21,13.1,16.9,84.9,10.3,0,1.2,0.9,2.7,25.6,7083,72.7,21.8,5.3,0.2,10.2,20426
"2891","Louisiana",5696,5578,3.2,79.6,15.9,0.2,0,0.1,8535,37304,5818,22857,2858,22,35.7,31.2,12.3,26.2,17.9,12.3,87,9.5,0,0.7,1.5,1.4,23.3,3820,75.9,17.1,6.7,0.3,10.2,11274
"2892","Virginia",8108,9474,5.5,74.3,13.1,0.5,3.8,0,13157,50952,4104,27608,1491,13.2,19.7,36.4,16.6,27,8.2,11.8,86.2,6.5,1,2,2.1,2.2,21.7,7587,73.4,22.8,3.4,0.4,10.2,17582
"2893","Mississippi",5858,6189,1.4,77.4,19.8,0,0.1,0,9220,35374,5679,19308,1884,19.9,23.8,24.5,19.9,18.8,15.7,21,85.3,5.1,0,1.7,6.4,1.6,31.1,4282,74.1,18.7,6.7,0.5,10.2,12047
"2894","Idaho",3951,3716,32.9,62.5,0.3,3.4,0,0,4857,47602,3742,21513,2239,11.6,18.7,25.5,13.3,19.3,17.2,24.8,79.8,8.1,0.6,3.5,0.3,7.7,18.2,2993,66.9,24.7,7.9,0.6,10.2,7667
"2895","Texas",6959,7522,9.3,79.1,9.5,0.3,0.4,0,11188,37398,3180,20369,1260,18.4,30,27.5,23,23.5,12.8,13.3,80.9,10.9,0.5,1.8,1,4.9,33.2,4946,69.3,20.8,9.2,0.6,10.2,14481
"2896","Montana",5543,5675,3.3,35.7,0.2,54.7,0.4,0,7472,39219,3802,18030,984,29.1,39.5,29.3,25.3,19.6,13.6,12.2,75.3,10.5,1.1,8.2,0.4,4.6,14.1,3835,55.8,34.1,9.2,0.9,10.2,11218
"2897","Kentucky",6436,6347,1,99,0,0,0,0,9774,29578,3866,17279,1724,28.6,37.4,32.1,16.6,13.6,21.7,16.1,80.5,16.4,0.4,0.9,0.3,1.4,31.8,3718,71,27.2,1.8,0,10.3,12783
"2898","Arkansas",6157,6337,3.3,73.2,20.5,1.3,0,0,9688,36963,4212,23412,2577,18.8,25.4,26.3,13.4,17.9,13.7,28.7,83.9,13.6,0,1.1,0.2,1.2,24.8,4623,76.1,19.8,4.1,0,10.3,12494
"2899","Mississippi",8860,9871,2,54,42.2,0.1,0.4,0,13839,33815,1867,20617,2186,22.6,29.4,26.1,18.5,19.6,13.7,22.2,80.1,13.7,0.4,1,3.9,0.9,28.3,6776,73.2,22.2,4.7,0,10.3,18731
"2900","Texas",17420,18024,6.5,74.7,16.7,0.1,0.5,0,26438,41960,4187,21402,1245,16.8,22.3,23.7,18.8,24.7,16.6,16.2,80.5,11.7,0.2,0.3,5.5,1.9,29.9,12541,80.2,14.1,5.8,0,10.3,35444
"2901","Tennessee",8199,8898,2.4,86,9.7,0,0.5,0,12924,43740,6015,20497,1533,18.2,22.9,33,14.8,24.8,10.6,16.8,84.1,8.3,0.2,2.7,1.7,3,24.8,7009,78.1,15.5,6.4,0,10.3,17097
"2902","Georgia",12706,14454,11.6,60.5,25.4,0,0.9,0,18462,35750,3133,21309,1954,24.4,29.8,26.3,18.2,22.7,17.1,15.6,78.4,14.3,0.6,1.7,2.8,2.3,19.4,10574,75.8,17.6,6.6,0,10.3,27160
"2903","Texas",12071,11409,21.3,59.2,17.6,0.3,0.7,0,16469,40356,2445,21093,1333,20.7,33.5,27.3,22.1,19.8,12.4,18.4,83.1,10.9,0,1.3,1,3.6,21.3,8824,64.3,25.7,10,0,10.3,23480
"2904","Georgia",129364,144786,13.2,11.2,67.7,0.2,5.3,0,176914,44106,1280,19498,400,21.9,33.5,23.2,21.3,26.9,9.4,19.2,78,12.1,2.6,1.4,2.3,3.5,30.4,122985,80,14.7,5.2,0.1,10.3,274150
"2905","Kentucky",5467,5228,6.6,89.1,2.5,0.1,0.3,0,7697,43345,3306,22296,1527,27.7,44.8,20.1,17,22.2,13.4,27.4,80.4,12.9,0,2.7,0.8,3.1,18.5,4460,85.7,10.6,3.6,0.2,10.3,10695
"2906","North Carolina",46733,50305,3.3,73.4,20.7,0.2,1,0,74152,40002,1561,21664,695,19.9,27.5,29.6,17.8,22.1,9.3,21.3,85,10,0.3,1.9,0.6,2.2,24,40429,79.7,14.9,5.2,0.2,10.3,97038
"2907","Florida",35683,36752,9.8,71.7,16.2,0.3,0.6,0,55014,33619,1120,18950,616,27.6,44.2,23.3,22.8,24,15.9,14,78.5,12.7,0.7,1.8,1.9,4.4,27.9,25030,78,15.9,5.8,0.2,10.3,72435
"2908","Georgia",11183,11319,4.5,59.4,34,0,0,0,16600,33089,3041,17944,1291,29.2,43.4,25.7,20.5,20.5,13.2,20.2,82.3,12.4,1.3,0.9,0.7,2.3,27.9,8291,72.1,20.8,6.7,0.4,10.3,22502
"2909","Kentucky",3375,3342,0.8,96.8,1.3,0.3,0.3,0,5300,23297,2291,16489,2535,32.7,43.8,29.9,12.4,21.7,13.5,22.5,81,9.4,0,3.5,5.6,0.5,32.1,1713,66.7,25.3,7.6,0.4,10.3,6717
"2910","Mississippi",10097,11282,0.4,55.1,43.2,0.3,0,0,16237,34876,2457,20150,1417,24.2,38.6,32.5,16.8,24.7,8.3,17.7,86.7,8.4,0.3,1.7,2.3,0.6,18.2,7958,74.1,20.2,5.7,0,10.4,21379
"2911","North Carolina",5846,6485,5,44.9,48.2,0.1,0.2,0,9521,34557,3147,21117,2590,24.1,46.6,15.8,23,23.6,12.3,25.3,81.2,13.1,0,1.6,2.3,1.8,25.1,4548,78.4,15,6.6,0,10.4,12331
"2912","Georgia",4229,4749,2.7,35.5,60.6,0,0.2,0,6774,32219,5702,17562,1432,35.3,57.1,21.5,17.6,26.2,13,21.7,78.7,13.5,0.4,3,0.7,3.7,24.9,3368,74.6,16,9.3,0,10.4,8978
"2913","Mississippi",10011,10447,0.6,57.8,40.5,0.3,0.1,0,15297,35215,4541,21515,1917,24.3,32.8,26.7,14.1,20,17.1,22,79.2,7.3,1.1,1.5,3.9,7.1,33.6,7800,74.7,15.2,10.1,0,10.4,20458
"2914","Georgia",72312,81611,3.2,39.3,54,0.2,1.9,0,113107,38183,1684,23426,681,26.7,41.3,34.8,21.1,26.7,6.4,11,82,9.9,1,2.3,1.9,3,21.1,60590,79.8,15.9,4.1,0.1,10.4,153923
"2915","Illinois",2760,2931,2.1,63.6,30.5,0.2,0.3,0,4423,34655,3429,20195,1773,17.1,23.1,30.2,29.1,15.8,9.6,15.4,85.3,4.1,0.4,2.4,2.2,5.6,27.5,1971,68.1,24.5,7.4,0.1,10.4,5691
"2916","New Jersey",384515,415886,22.4,31.1,38.8,0.1,5.1,0,521054,57365,959,35133,433,16.7,23.3,37.9,20.2,23.4,7.1,11.3,61.8,7.9,21.1,4.4,1.2,3.6,34.4,371793,80,14.7,5.1,0.2,10.4,800401
"2917","Georgia",7393,5570,8.4,62,25.3,1.5,0.8,0,9378,43257,6511,19102,1451,23.1,34.7,25,20.3,16.9,17.5,20.3,78.8,13.6,0.5,0.4,2.4,4.4,33.7,4412,74.8,19.8,5.2,0.2,10.4,12963
"2918","Alabama",24524,24869,6.1,69.5,19.2,0.5,0.9,0,37173,44711,2010,23194,868,19.6,27.2,28.2,15.3,26.6,13.7,16.1,87.1,6.7,0.1,2.1,1.8,2.2,20.7,17988,73.6,20.7,5.6,0.2,10.4,49393
"2919","Kentucky",7053,7233,2,88.3,8.8,0,0.4,0,11147,47259,5396,26224,1915,15.8,28.1,30.8,16.7,21.4,10.4,20.7,84,9,0,2.8,1,3.2,26.8,5709,75,19,5.9,0.2,10.4,14286
"2920","California",484667,486949,52.4,30.2,4.7,0.4,9.9,0.1,575985,48730,655,22234,215,25.4,36.5,29.1,19.6,23,14.8,13.5,78.1,12.2,1.2,1.6,2.5,4.3,22.4,392003,74.8,18.4,6.6,0.2,10.4,971616
